flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,distance_km
AA4065,American Airlines,John F. Kennedy International,New York,USA,11:13 AM,Logan International,Boston,USA,4,6416
NH5711,All Nippon Airways,Haneda,Tokyo,Japan,8:20 PM,Incheon International,Seoul,South Korea,8,2651
AV4300,Avianca,El Dorado International,Bogotá,Colombia,12:07 AM,O'Hare International,Chicago,USA,20,2941
EK9536,Emirates,Dubai International,Dubai,UAE,6:32 PM,O.R. Tambo International,Johannesburg,South Africa,6,5069
QF4202,Qantas,Sydney Airport,Sydney,Australia,12:35 PM,Melbourne Airport,Melbourne,Australia,15,9156
UA4308,United Airlines,Los Angeles International,Los Angeles,USA,2:31 PM,Seattle-Tacoma International,Seattle,USA,3,1098
AZ6413,Alitalia,Leonardo da Vinci International,Rome,Italy,10:12 PM,Charles de Gaulle,Paris,France,8,9291
UA2278,United Airlines,Los Angeles International,Los Angeles,USA,2:45 PM,San Francisco International,San Francisco,USA,8,8775
QR9885,Qatar Airways,Hamad International,Doha,Qatar,3:44 AM,Bole International,Addis Ababa,Ethiopia,21,8558
UA2278,United Airlines,Los Angeles International,Los Angeles,USA,6:21 AM,San Francisco International,San Francisco,USA,8,1271
QR5800,Qatar Airways,Hamad International,Doha,Qatar,7:48 PM,Bole International,Addis Ababa,Ethiopia,7,6868
CX8353,Cathay Pacific,Hong Kong International,Hong Kong,China,8:19 PM,Changi,Singapore,Singapore,3,6789
AI4973,Air India,Indira Gandhi International,Delhi,India,8:23 PM,Beijing Capital International,Beijing,China,24,4062
QF2703,Qantas,Sydney Airport,Sydney,Australia,11:17 AM,Melbourne Airport,Melbourne,Australia,14,6726
IB2730,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,8:51 PM,Hamad International,Doha,Qatar,2,5646
AV2507,Avianca,El Dorado International,Bogotá,Colombia,3:36 PM,O'Hare International,Chicago,USA,2,6567
DL7317,Delta Air Lines,John F. Kennedy International,New York,USA,2:51 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,14,6576
WN4492,Southwest Airlines,Los Angeles International,Los Angeles,USA,4:41 AM,Suvarnabhumi,Bangkok,Thailand,2,4947
SQ2715,Singapore Airlines,Changi,Singapore,Singapore,9:38 AM,Beijing Capital International,Beijing,China,13,8520
SQ3139,Singapore Airlines,Changi,Singapore,Singapore,12:28 PM,Beijing Capital International,Beijing,China,15,215
AC7067,Air Canada,Toronto Pearson,Toronto,Canada,2:06 AM,John F. Kennedy International,New York,USA,8,5819
AF5759,Air France,Charles de Gaulle,Paris,France,2:53 AM,Frankfurt Airport,Frankfurt,Germany,2,9043
AI9365,Air India,Indira Gandhi International,Delhi,India,6:14 PM,Chhatrapati Shivaji International,Mumbai,India,5,2932
ET8603,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:12 AM,Hamad International,Doha,Qatar,21,1421
AV3171,Avianca,El Dorado International,Bogotá,Colombia,9:54 AM,Jomo Kenyatta International,Nairobi,Kenya,7,1639
SK4469,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,7:36 AM,Charles de Gaulle,Paris,France,22,9443
KE8227,Korean Air,Incheon International,Seoul,South Korea,8:22 AM,Haneda,Tokyo,Japan,10,2461
AZ7903,Alitalia,Leonardo da Vinci International,Rome,Italy,9:24 AM,Charles de Gaulle,Paris,France,20,3234
QF2703,Qantas,Sydney Airport,Sydney,Australia,9:28 PM,Melbourne Airport,Melbourne,Australia,18,5103
EK9909,Emirates,Dubai International,Dubai,UAE,7:08 AM,Hamad International,Doha,Qatar,4,4146
AI8540,Air India,Indira Gandhi International,Delhi,India,11:00 AM,Chhatrapati Shivaji International,Mumbai,India,8,2696
NH4003,All Nippon Airways,Haneda,Tokyo,Japan,3:52 PM,Incheon International,Seoul,South Korea,1,6355
AI5205,Air India,Indira Gandhi International,Delhi,India,9:44 AM,Dubai International,Dubai,UAE,23,7523
SA5126,South African Airways,O.R. Tambo International,Johannesburg,South Africa,1:50 PM,Charles de Gaulle,Paris,France,14,2633
QR3285,Qatar Airways,Hamad International,Doha,Qatar,8:15 AM,Bole International,Addis Ababa,Ethiopia,8,7488
AV7819,Avianca,El Dorado International,Bogotá,Colombia,12:34 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,15,3787
AM4535,Aeroméxico,Benito Juárez International,Mexico City,Mexico,10:34 PM,O'Hare International,Chicago,USA,9,8104
AI5567,Air India,Indira Gandhi International,Delhi,India,9:25 PM,Denver International,Denver,USA,8,8967
BA3369,British Airways,Heathrow,London,UK,5:25 AM,Charles de Gaulle,Paris,France,18,6047
AM1973,Aeroméxico,Benito Juárez International,Mexico City,Mexico,11:58 AM,Jorge Chávez International,Lima,Peru,16,1868
SA4158,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:36 AM,Charles de Gaulle,Paris,France,18,7366
SQ5096,Singapore Airlines,Changi,Singapore,Singapore,6:16 AM,Beijing Capital International,Beijing,China,24,8856
AA6384,American Airlines,John F. Kennedy International,New York,USA,6:08 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,16,1296
AA9403,American Airlines,John F. Kennedy International,New York,USA,9:23 PM,Arturo Merino Benítez International,Santiago,Chile,3,7717
QF8191,Qantas,Sydney Airport,Sydney,Australia,10:01 AM,Melbourne Airport,Melbourne,Australia,24,5714
AC2363,Air Canada,Toronto Pearson,Toronto,Canada,6:27 PM,John F. Kennedy International,New York,USA,8,3201
AZ9379,Alitalia,Leonardo da Vinci International,Rome,Italy,9:40 AM,Charles de Gaulle,Paris,France,23,9017
LH7260,Lufthansa,Frankfurt Airport,Frankfurt,Germany,10:06 AM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,10,8117
NH9186,All Nippon Airways,Haneda,Tokyo,Japan,4:30 PM,Incheon International,Seoul,South Korea,19,3953
NH5763,All Nippon Airways,Haneda,Tokyo,Japan,8:22 PM,Incheon International,Seoul,South Korea,3,9418
AC7315,Air Canada,Toronto Pearson,Toronto,Canada,9:44 AM,John F. Kennedy International,New York,USA,3,5810
CX2642,Cathay Pacific,Hong Kong International,Hong Kong,China,6:17 PM,Changi,Singapore,Singapore,3,6251
IB2768,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:53 PM,Charles de Gaulle,Paris,France,23,2818
WN3921,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:39 AM,San Francisco International,San Francisco,USA,10,4082
DL2527,Delta Air Lines,John F. Kennedy International,New York,USA,5:58 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,18,6717
ET7552,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,1:59 AM,Hamad International,Doha,Qatar,24,2297
NZ1572,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:59 AM,Hamad International,Doha,Qatar,10,405
AV3392,Avianca,El Dorado International,Bogotá,Colombia,10:10 AM,O'Hare International,Chicago,USA,23,1302
SQ8152,Singapore Airlines,Changi,Singapore,Singapore,3:01 PM,Beijing Capital International,Beijing,China,6,3823
AA3272,American Airlines,John F. Kennedy International,New York,USA,6:30 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,13,5886
QR2435,Qatar Airways,Hamad International,Doha,Qatar,5:50 PM,Frankfurt Airport,Frankfurt,Germany,20,6781
SA9239,South African Airways,O.R. Tambo International,Johannesburg,South Africa,4:35 AM,Charles de Gaulle,Paris,France,11,7925
AM3262,Aeroméxico,Benito Juárez International,Mexico City,Mexico,10:29 PM,Dallas/Fort Worth International,Dallas,USA,4,3920
LA5763,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:15 AM,Ministro Pistarini International,Buenos Aires,Argentina,9,3472
SA4548,South African Airways,O.R. Tambo International,Johannesburg,South Africa,9:09 AM,Charles de Gaulle,Paris,France,4,1532
QR2822,Qatar Airways,Hamad International,Doha,Qatar,5:56 PM,Bole International,Addis Ababa,Ethiopia,5,8971
DL5835,Delta Air Lines,John F. Kennedy International,New York,USA,10:57 AM,Benito Juárez International,Mexico City,Mexico,10,6671
NH5199,All Nippon Airways,Haneda,Tokyo,Japan,3:12 PM,Incheon International,Seoul,South Korea,18,2397
AI4480,Air India,Indira Gandhi International,Delhi,India,3:39 AM,Changi,Singapore,Singapore,6,3112
AC2363,Air Canada,Toronto Pearson,Toronto,Canada,10:57 AM,John F. Kennedy International,New York,USA,14,9294
KL8615,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2:00 AM,Frankfurt Airport,Frankfurt,Germany,10,8095
SQ7065,Singapore Airlines,Changi,Singapore,Singapore,4:25 PM,Haneda,Tokyo,Japan,22,6968
UA4737,United Airlines,Los Angeles International,Los Angeles,USA,2:00 AM,San Francisco International,San Francisco,USA,14,7469
ET7440,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:32 PM,Hamad International,Doha,Qatar,22,6094
QF8737,Qantas,Sydney Airport,Sydney,Australia,11:21 AM,Melbourne Airport,Melbourne,Australia,12,2121
LH2095,Lufthansa,Frankfurt Airport,Frankfurt,Germany,4:21 AM,Charles de Gaulle,Paris,France,7,2626
CX2556,Cathay Pacific,Hong Kong International,Hong Kong,China,7:49 AM,Changi,Singapore,Singapore,10,8921
IB1460,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,1:38 PM,Charles de Gaulle,Paris,France,22,812
KE1190,Korean Air,Incheon International,Seoul,South Korea,7:22 AM,Haneda,Tokyo,Japan,20,6693
ET5802,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:02 AM,Hamad International,Doha,Qatar,9,5017
KL5867,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,8:08 PM,Frankfurt Airport,Frankfurt,Germany,3,5298
KE2644,Korean Air,Incheon International,Seoul,South Korea,1:23 AM,Beijing Capital International,Beijing,China,15,8516
UA9984,United Airlines,Los Angeles International,Los Angeles,USA,7:16 PM,San Francisco International,San Francisco,USA,1,1723
ET8782,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,4:57 AM,Hamad International,Doha,Qatar,19,9080
SK5933,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,11:01 PM,Munich Airport,Munich,Germany,24,5682
NH9930,All Nippon Airways,Haneda,Tokyo,Japan,11:42 AM,Incheon International,Seoul,South Korea,11,9357
IB4821,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,2:38 PM,Suvarnabhumi,Bangkok,Thailand,13,3742
LA7466,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,10:15 AM,Ministro Pistarini International,Buenos Aires,Argentina,19,8123
NH2176,All Nippon Airways,Haneda,Tokyo,Japan,11:48 AM,Incheon International,Seoul,South Korea,16,8647
QF5643,Qantas,Sydney Airport,Sydney,Australia,3:40 AM,Melbourne Airport,Melbourne,Australia,24,9433
KE4971,Korean Air,Incheon International,Seoul,South Korea,3:18 PM,Hong Kong International,Hong Kong,China,24,4259
AA6299,American Airlines,John F. Kennedy International,New York,USA,8:06 AM,Changi,Singapore,Singapore,6,1517
SQ7113,Singapore Airlines,Changi,Singapore,Singapore,7:05 PM,O'Hare International,Chicago,USA,17,477
LA9322,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:27 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,22,1559
AA1107,American Airlines,John F. Kennedy International,New York,USA,10:11 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,15,2068
SK5934,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:00 PM,Charles de Gaulle,Paris,France,3,8995
KL5452,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,7:28 AM,Charles de Gaulle,Paris,France,3,5711
AZ7072,Alitalia,Leonardo da Vinci International,Rome,Italy,9:57 PM,Charles de Gaulle,Paris,France,8,5254
BA5126,British Airways,Heathrow,London,UK,4:23 AM,Charles de Gaulle,Paris,France,24,7160
SA8371,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:56 PM,Hamad International,Doha,Qatar,3,8392
SK2359,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,5:47 AM,Charles de Gaulle,Paris,France,11,4930
UA9030,United Airlines,Los Angeles International,Los Angeles,USA,8:35 PM,San Francisco International,San Francisco,USA,15,2539
AI4218,Air India,Indira Gandhi International,Delhi,India,11:46 AM,Chhatrapati Shivaji International,Mumbai,India,1,9998
ET7187,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:26 PM,Hamad International,Doha,Qatar,10,1059
AA9409,American Airlines,John F. Kennedy International,New York,USA,1:36 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,18,8782
ET1556,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:12 PM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,21,5170
NZ1348,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:14 AM,Sydney Airport,Sydney,Australia,5,6271
DL8386,Delta Air Lines,John F. Kennedy International,New York,USA,3:12 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,10,2168
AZ2051,Alitalia,Leonardo da Vinci International,Rome,Italy,6:23 PM,Charles de Gaulle,Paris,France,15,9597
KL8666,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,5:37 AM,Charles de Gaulle,Paris,France,21,1949
WN8288,Southwest Airlines,Los Angeles International,Los Angeles,USA,9:25 PM,Vancouver International,Vancouver,Canada,21,9983
KE9708,Korean Air,Incheon International,Seoul,South Korea,3:27 PM,Kuala Lumpur International,Kuala Lumpur,Malaysia,7,2062
AI2188,Air India,Indira Gandhi International,Delhi,India,2:15 PM,Chhatrapati Shivaji International,Mumbai,India,3,6136
LH4128,Lufthansa,Frankfurt Airport,Frankfurt,Germany,3:10 AM,Charles de Gaulle,Paris,France,19,4111
NZ8955,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:48 AM,Suvarnabhumi,Bangkok,Thailand,3,369
KL5867,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,7:33 PM,Frankfurt Airport,Frankfurt,Germany,7,8654
SK4657,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,5:19 AM,Charles de Gaulle,Paris,France,24,1387
KL3616,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,7:55 PM,Charles de Gaulle,Paris,France,7,6180
AM8176,Aeroméxico,Benito Juárez International,Mexico City,Mexico,4:54 PM,Los Angeles International,Los Angeles,USA,21,9676
SA8115,South African Airways,O.R. Tambo International,Johannesburg,South Africa,7:52 AM,Charles de Gaulle,Paris,France,6,3529
KE1926,Korean Air,Incheon International,Seoul,South Korea,10:52 AM,Haneda,Tokyo,Japan,4,8323
AZ3017,Alitalia,Leonardo da Vinci International,Rome,Italy,6:59 PM,Charles de Gaulle,Paris,France,24,6340
EK4479,Emirates,Dubai International,Dubai,UAE,2:45 PM,Hamad International,Doha,Qatar,8,7261
LH6429,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:10 PM,Incheon International,Seoul,South Korea,20,7679
AZ1329,Alitalia,Leonardo da Vinci International,Rome,Italy,7:40 PM,Charles de Gaulle,Paris,France,2,8509
ET1908,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:30 PM,Charles de Gaulle,Paris,France,24,5570
BA3369,British Airways,Heathrow,London,UK,4:58 PM,Charles de Gaulle,Paris,France,15,6091
NZ2113,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:09 PM,Sydney Airport,Sydney,Australia,8,4430
CX1720,Cathay Pacific,Hong Kong International,Hong Kong,China,8:51 AM,Changi,Singapore,Singapore,6,6484
DL8058,Delta Air Lines,John F. Kennedy International,New York,USA,7:00 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,18,5791
AA8666,American Airlines,John F. Kennedy International,New York,USA,12:16 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,3,921
AC3846,Air Canada,Toronto Pearson,Toronto,Canada,10:52 AM,Auckland Airport,Auckland,New Zealand,21,6526
IB2817,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,8:39 AM,Arturo Merino Benítez International,Santiago,Chile,23,6747
NH8979,All Nippon Airways,Haneda,Tokyo,Japan,7:53 PM,Sydney Airport,Sydney,Australia,20,6203
QR3382,Qatar Airways,Hamad International,Doha,Qatar,8:38 PM,Bole International,Addis Ababa,Ethiopia,2,2555
SA8756,South African Airways,O.R. Tambo International,Johannesburg,South Africa,6:52 AM,Charles de Gaulle,Paris,France,3,4234
CX3624,Cathay Pacific,Hong Kong International,Hong Kong,China,12:40 PM,Changi,Singapore,Singapore,2,5661
ET8283,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,3:29 AM,Vienna International,Vienna,Austria,10,8784
NH9241,All Nippon Airways,Haneda,Tokyo,Japan,11:27 PM,Changi,Singapore,Singapore,24,2956
AM2576,Aeroméxico,Benito Juárez International,Mexico City,Mexico,12:13 AM,O'Hare International,Chicago,USA,3,2201
WN4159,Southwest Airlines,Los Angeles International,Los Angeles,USA,10:13 AM,San Francisco International,San Francisco,USA,11,4510
AC3884,Air Canada,Toronto Pearson,Toronto,Canada,4:02 PM,John F. Kennedy International,New York,USA,11,758
AI2682,Air India,Indira Gandhi International,Delhi,India,1:44 PM,Chhatrapati Shivaji International,Mumbai,India,16,6017
AC2998,Air Canada,Toronto Pearson,Toronto,Canada,5:49 AM,Miami International,Miami,USA,11,2693
AC5311,Air Canada,Toronto Pearson,Toronto,Canada,1:24 AM,John F. Kennedy International,New York,USA,7,3661
AI3768,Air India,Indira Gandhi International,Delhi,India,7:55 AM,Hamad International,Doha,Qatar,3,2823
SA3265,South African Airways,O.R. Tambo International,Johannesburg,South Africa,8:11 PM,Charles de Gaulle,Paris,France,7,335
QR3194,Qatar Airways,Hamad International,Doha,Qatar,10:09 AM,Bole International,Addis Ababa,Ethiopia,20,432
AV2551,Avianca,El Dorado International,Bogotá,Colombia,2:26 PM,Dallas/Fort Worth International,Dallas,USA,9,3785
BA9701,British Airways,Heathrow,London,UK,4:11 PM,Charles de Gaulle,Paris,France,2,3507
EK8320,Emirates,Dubai International,Dubai,UAE,2:01 PM,Hamad International,Doha,Qatar,17,1004
LH8760,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:35 AM,Charles de Gaulle,Paris,France,8,3315
EK1320,Emirates,Dubai International,Dubai,UAE,9:23 AM,Hamad International,Doha,Qatar,16,5850
AA7550,American Airlines,John F. Kennedy International,New York,USA,2:02 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,10,3914
KL7456,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,11:09 PM,Charles de Gaulle,Paris,France,16,3756
SA7375,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:42 PM,Charles de Gaulle,Paris,France,12,5445
IB3960,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,5:09 PM,Charles de Gaulle,Paris,France,19,6249
QR9747,Qatar Airways,Hamad International,Doha,Qatar,1:17 PM,Bole International,Addis Ababa,Ethiopia,7,6858
ET7092,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,1:35 PM,Hamad International,Doha,Qatar,3,4169
KE4587,Korean Air,Incheon International,Seoul,South Korea,11:32 PM,Haneda,Tokyo,Japan,9,9405
AC6753,Air Canada,Toronto Pearson,Toronto,Canada,11:09 PM,John F. Kennedy International,New York,USA,8,3464
NZ3523,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:15 PM,Sydney Airport,Sydney,Australia,16,8160
AZ9140,Alitalia,Leonardo da Vinci International,Rome,Italy,6:59 PM,Frankfurt Airport,Frankfurt,Germany,20,1373
AV3374,Avianca,El Dorado International,Bogotá,Colombia,11:15 PM,O'Hare International,Chicago,USA,12,3632
DL4294,Delta Air Lines,John F. Kennedy International,New York,USA,12:21 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,14,6376
LA6064,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,10:32 PM,Miami International,Miami,USA,22,8735
KE1926,Korean Air,Incheon International,Seoul,South Korea,8:56 PM,Haneda,Tokyo,Japan,7,2781
EK8570,Emirates,Dubai International,Dubai,UAE,10:58 PM,Hamad International,Doha,Qatar,21,6037
LA7781,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,4:31 AM,Ministro Pistarini International,Buenos Aires,Argentina,8,6368
DL7030,Delta Air Lines,John F. Kennedy International,New York,USA,1:04 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,24,1100
DL8128,Delta Air Lines,John F. Kennedy International,New York,USA,12:28 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,20,1782
QF2751,Qantas,Sydney Airport,Sydney,Australia,6:56 PM,Melbourne Airport,Melbourne,Australia,7,2967
AF7307,Air France,Charles de Gaulle,Paris,France,3:38 AM,Frankfurt Airport,Frankfurt,Germany,22,2124
AV8581,Avianca,El Dorado International,Bogotá,Colombia,11:09 PM,O'Hare International,Chicago,USA,13,1774
TG8329,Thai Airways,Suvarnabhumi,Bangkok,Thailand,3:03 PM,Changi,Singapore,Singapore,18,2740
NH7569,All Nippon Airways,Haneda,Tokyo,Japan,6:49 PM,Incheon International,Seoul,South Korea,19,8108
SQ4603,Singapore Airlines,Changi,Singapore,Singapore,9:03 PM,Beijing Capital International,Beijing,China,21,1349
LH5700,Lufthansa,Frankfurt Airport,Frankfurt,Germany,3:48 AM,Charles de Gaulle,Paris,France,10,5762
ET8839,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,10:47 AM,Adolfo Suárez Madrid–Barajas,Madrid,Spain,3,5460
AA7764,American Airlines,John F. Kennedy International,New York,USA,11:28 AM,Heathrow,London,UK,10,3965
SK2916,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,12:02 AM,Charles de Gaulle,Paris,France,2,3320
LH6949,Lufthansa,Frankfurt Airport,Frankfurt,Germany,10:08 PM,Charles de Gaulle,Paris,France,9,107
AI1800,Air India,Indira Gandhi International,Delhi,India,1:55 PM,Chhatrapati Shivaji International,Mumbai,India,23,4151
AZ1940,Alitalia,Leonardo da Vinci International,Rome,Italy,9:49 PM,Charles de Gaulle,Paris,France,18,1158
AZ8084,Alitalia,Leonardo da Vinci International,Rome,Italy,3:11 AM,Charles de Gaulle,Paris,France,21,7029
NZ5165,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:31 AM,Sydney Airport,Sydney,Australia,19,7690
AI6621,Air India,Indira Gandhi International,Delhi,India,2:23 PM,Chhatrapati Shivaji International,Mumbai,India,9,1381
NZ2284,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:47 AM,Sydney Airport,Sydney,Australia,11,8356
ET7859,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,11:58 PM,Hamad International,Doha,Qatar,1,7990
KE8507,Korean Air,Incheon International,Seoul,South Korea,9:37 PM,Haneda,Tokyo,Japan,5,7922
IB1305,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,11:47 PM,Charles de Gaulle,Paris,France,14,9680
BA3604,British Airways,Heathrow,London,UK,9:20 PM,Denver International,Denver,USA,9,4703
AV9918,Avianca,El Dorado International,Bogotá,Colombia,11:17 AM,Los Angeles International,Los Angeles,USA,4,778
SA5934,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:08 PM,Charles de Gaulle,Paris,France,13,8944
SK7017,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,7:45 AM,Charles de Gaulle,Paris,France,20,4010
ET6593,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,10:33 PM,Changi,Singapore,Singapore,19,8203
DL7030,Delta Air Lines,John F. Kennedy International,New York,USA,5:45 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,7,3862
AF4017,Air France,Charles de Gaulle,Paris,France,5:45 PM,Frankfurt Airport,Frankfurt,Germany,6,162
KL4907,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,12:12 PM,Frankfurt Airport,Frankfurt,Germany,7,3659
NZ5969,Air New Zealand,Auckland Airport,Auckland,New Zealand,10:15 AM,Sydney Airport,Sydney,Australia,10,2520
TG7193,Thai Airways,Suvarnabhumi,Bangkok,Thailand,7:03 AM,Changi,Singapore,Singapore,10,9531
AA8500,American Airlines,John F. Kennedy International,New York,USA,7:20 PM,Hartsfield-Jackson Atlanta,Atlanta,USA,13,4149
TG4764,Thai Airways,Suvarnabhumi,Bangkok,Thailand,8:19 PM,Changi,Singapore,Singapore,2,8391
ET5945,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:16 PM,Hamad International,Doha,Qatar,2,1449
AZ2999,Alitalia,Leonardo da Vinci International,Rome,Italy,10:26 PM,Charles de Gaulle,Paris,France,4,4718
AM3793,Aeroméxico,Benito Juárez International,Mexico City,Mexico,4:58 AM,O'Hare International,Chicago,USA,13,1351
QR6001,Qatar Airways,Hamad International,Doha,Qatar,12:36 PM,Bole International,Addis Ababa,Ethiopia,16,3285
AC2119,Air Canada,Toronto Pearson,Toronto,Canada,11:23 PM,John F. Kennedy International,New York,USA,1,8158
AF1830,Air France,Charles de Gaulle,Paris,France,7:27 PM,Frankfurt Airport,Frankfurt,Germany,20,8579
WN2925,Southwest Airlines,Los Angeles International,Los Angeles,USA,9:16 PM,San Francisco International,San Francisco,USA,19,2598
LH8277,Lufthansa,Frankfurt Airport,Frankfurt,Germany,5:28 PM,San Francisco International,San Francisco,USA,19,7310
BA3006,British Airways,Heathrow,London,UK,6:22 PM,Charles de Gaulle,Paris,France,5,7784
SQ4035,Singapore Airlines,Changi,Singapore,Singapore,12:45 AM,Beijing Capital International,Beijing,China,17,8714
BA4592,British Airways,Heathrow,London,UK,10:15 AM,Stockholm Arlanda,Stockholm,Sweden,10,9647
SA7016,South African Airways,O.R. Tambo International,Johannesburg,South Africa,2:22 AM,Arturo Merino Benítez International,Santiago,Chile,10,9738
SK6738,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,9:50 AM,Charles de Gaulle,Paris,France,21,1557
KL5034,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3:46 PM,Auckland Airport,Auckland,New Zealand,6,9684
AZ7452,Alitalia,Leonardo da Vinci International,Rome,Italy,11:44 PM,Frankfurt Airport,Frankfurt,Germany,8,9110
SQ5883,Singapore Airlines,Changi,Singapore,Singapore,9:33 PM,Beijing Capital International,Beijing,China,9,634
ET5950,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,6:50 AM,Frankfurt Airport,Frankfurt,Germany,16,1908
SK6873,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:25 PM,Melbourne Airport,Melbourne,Australia,22,1194
SK7367,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:57 PM,Charles de Gaulle,Paris,France,12,4038
QF2853,Qantas,Sydney Airport,Sydney,Australia,6:22 PM,Vienna International,Vienna,Austria,22,3521
NZ4231,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:35 AM,Sydney Airport,Sydney,Australia,16,2796
SA9162,South African Airways,O.R. Tambo International,Johannesburg,South Africa,2:32 AM,Charles de Gaulle,Paris,France,19,9555
KE2815,Korean Air,Incheon International,Seoul,South Korea,1:11 AM,Haneda,Tokyo,Japan,16,897
SA8759,South African Airways,O.R. Tambo International,Johannesburg,South Africa,4:29 AM,Charles de Gaulle,Paris,France,19,4855
AV4168,Avianca,El Dorado International,Bogotá,Colombia,11:12 AM,O'Hare International,Chicago,USA,10,3723
AV2826,Avianca,El Dorado International,Bogotá,Colombia,10:55 AM,O'Hare International,Chicago,USA,15,8869
