flight_id,airline_name,airline_code,flight_number,departure_airport,arrival_airport,cabin_class,ticket_type,aircraft_type,departure_time,arrival_time,flight_duration_hours,distance_miles,base_fare_usd
531,SAS Scandinavian,SK,SK4698,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/16/2024,6/10/2024,3.54,2905,802.24
532,Avianca,AV,AV3966,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/26/2023,9/10/2022,3.0,666,2976.91
533,Singapore Airlines,SQ,SQ4474,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/20/2022,12/4/2025,16.71,3559,1877.26
534,Air Canada,AC,AC3888,YYZ,DXB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/4/2022,11/24/2025,7.32,216,1706.8
535,LATAM Airlines,LA,LA3026,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/15/2026,1/14/2025,1.05,7443,44.83
536,All Nippon Airways,NH,NH2007,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/19/2026,12/29/2022,14.24,693,2563.58
537,Air New Zealand,NZ,NZ7014,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/23/2023,10/27/2023,4.44,2404,1963.23
538,Air New Zealand,NZ,NZ1432,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/1/2024,3/15/2026,4.18,4894,108.92
539,Avianca,AV,AV3056,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/24/2023,1/27/2024,17.16,8364,913.79
540,Lufthansa,LH,LH8573,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/10/2025,5/4/2024,13.54,6049,1909.76
541,Air New Zealand,NZ,NZ8173,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/4/2024,7/28/2025,17.62,8927,1248.24
542,American Airlines,AA,AA2833,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/26/2023,4/1/2022,9.88,5004,3239.28
543,Singapore Airlines,SQ,SQ4272,SIN,BNE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/7/2025,5/26/2025,15.0,5520,1892.56
544,Southwest Airlines,WN,WN9434,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/29/2023,7/22/2022,3.11,2520,2484.43
545,LATAM Airlines,LA,LA6492,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/9/2026,12/8/2024,2.86,5851,380.95
546,Avianca,AV,AV3392,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/4/2023,4/19/2026,15.28,2693,1085.52
547,KLM Royal Dutch Airlines,KL,KL8773,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/15/2026,2/17/2022,15.76,528,1387.44
548,Air Canada,AC,AC5211,YYZ,DFW,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/4/2022,11/19/2026,11.47,4045,3192.39
549,All Nippon Airways,NH,NH1625,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/22/2023,4/7/2025,6.48,3258,3101.56
550,Aeroméxico,AM,AM8243,MEX,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/23/2026,1/30/2026,12.39,7508,108.36
551,All Nippon Airways,NH,NH3030,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/18/2025,1/14/2025,14.57,5307,1153.27
552,Lufthansa,LH,LH3233,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/19/2024,3/7/2022,4.69,1433,2564.37
553,Thai Airways,TG,TG7094,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/21/2026,2/25/2025,16.09,5409,2805.37
554,Iberia,IB,IB4766,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/19/2026,1/8/2025,9.54,4207,1755.99
555,Southwest Airlines,WN,WN2195,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/29/2023,7/3/2024,13.67,7944,1974.01
556,Iberia,IB,IB4476,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/22/2022,11/24/2026,5.08,282,151.76
557,Ethiopian Airlines,ET,ET4833,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/12/2024,10/13/2022,15.6,2995,505.31
558,All Nippon Airways,NH,NH4286,HND,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/24/2022,4/29/2023,4.34,400,3489.79
559,British Airways,BA,BA7961,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/11/2025,10/16/2023,5.16,7106,657.97
560,Iberia,IB,IB4766,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/3/2024,10/27/2025,15.72,6321,3034.85
561,Lufthansa,LH,LH1978,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/17/2023,7/25/2022,13.06,2408,1844.38
562,Emirates,EK,EK4479,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/1/2022,4/26/2023,12.56,3101,3008.48
563,United Airlines,UA,UA4283,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/13/2026,9/23/2023,15.4,3589,1871.89
564,Qantas,QF,QF1039,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/11/2024,9/12/2026,0.93,1162,1293.77
565,South African Airways,SA,SA7749,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/18/2026,8/18/2022,12.41,2596,3363.7
566,Iberia,IB,IB4996,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/4/2022,10/3/2022,2.15,5980,1956.48
567,British Airways,BA,BA8519,LHR,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/20/2022,7/11/2024,1.95,1685,2270.07
568,Delta Air Lines,DL,DL6886,JFK,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/12/2023,3/8/2023,11.71,546,663.88
569,Iberia,IB,IB7772,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/1/2025,2/9/2024,7.11,7402,3181.7
570,Korean Air,KE,KE2030,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/7/2022,5/1/2024,15.17,7920,166.33
571,LATAM Airlines,LA,LA7890,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/10/2025,1/15/2022,2.18,7514,624.54
572,LATAM Airlines,LA,LA1514,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/30/2026,12/7/2023,5.64,7661,3093.0
573,Air Canada,AC,AC1219,YYZ,MIA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/17/2026,6/11/2025,11.85,5415,731.14
574,SAS Scandinavian,SK,SK5087,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/21/2026,1/1/2023,12.42,4761,3150.82
575,Ethiopian Airlines,ET,ET5973,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/12/2022,11/21/2026,6.72,6067,621.84
576,SAS Scandinavian,SK,SK3823,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/1/2022,6/17/2022,1.27,328,613.77
577,Cathay Pacific,CX,CX9836,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/19/2025,8/10/2023,13.56,4772,1542.01
578,Lufthansa,LH,LH6251,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/30/2026,6/7/2025,5.12,6515,317.28
579,British Airways,BA,BA4184,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/17/2023,9/25/2025,8.25,4491,1383.35
580,Southwest Airlines,WN,WN8168,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/11/2022,5/29/2026,12.64,3481,2793.0
581,Qatar Airways,QR,QR6336,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/31/2025,11/20/2025,7.58,6130,685.54
582,SAS Scandinavian,SK,SK4238,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/12/2024,8/28/2026,17.1,8913,1429.76
583,Korean Air,KE,KE2503,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/3/2023,8/31/2022,9.78,4816,2788.96
584,Delta Air Lines,DL,DL1701,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/4/2023,12/3/2024,3.07,3549,3322.14
585,All Nippon Airways,NH,NH6266,HND,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/11/2023,11/2/2026,1.12,7373,3002.18
586,Qantas,QF,QF8486,SYD,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/4/2025,9/2/2022,15.11,2413,2146.46
587,Aeroméxico,AM,AM9145,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/23/2022,2/16/2026,8.35,2184,2995.93
588,Air Canada,AC,AC8831,YYZ,JFK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/30/2022,2/23/2022,5.74,3410,1600.04
589,Thai Airways,TG,TG4778,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/27/2024,2/5/2023,16.48,4429,2795.55
590,Ethiopian Airlines,ET,ET7435,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/26/2023,4/27/2024,1.17,3640,735.44
591,Delta Air Lines,DL,DL5304,JFK,DEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/17/2023,1/4/2022,12.09,1471,2648.55
592,LATAM Airlines,LA,LA2799,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/25/2025,10/28/2023,14.94,4481,763.41
593,Delta Air Lines,DL,DL3408,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/28/2022,7/16/2023,4.56,1357,2032.23
594,South African Airways,SA,SA5492,JNB,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/6/2022,1/20/2022,3.44,4740,2735.35
595,Ethiopian Airlines,ET,ET9810,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/19/2023,9/12/2022,16.36,1146,2450.52
596,Aeroméxico,AM,AM5332,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/11/2022,2/23/2024,5.24,5077,1565.62
597,Thai Airways,TG,TG1611,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/7/2023,7/20/2025,0.9,2545,2393.16
598,United Airlines,UA,UA8751,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/9/2022,12/21/2024,16.73,6981,3080.43
599,Qatar Airways,QR,QR4818,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/23/2026,1/19/2024,11.14,8791,2705.73
600,American Airlines,AA,AA3895,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/25/2024,6/4/2025,6.75,8292,1558.17
601,KLM Royal Dutch Airlines,KL,KL4094,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/11/2022,10/5/2023,7.24,8673,2797.14
602,Korean Air,KE,KE1190,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/2/2026,7/17/2025,7.15,6392,2622.57
603,British Airways,BA,BA2574,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/15/2023,2/6/2026,1.42,6956,1077.64
604,Qantas,QF,QF2364,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/20/2026,4/17/2022,11.9,8368,3093.52
605,Lufthansa,LH,LH3478,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/16/2026,7/31/2022,16.85,1882,1684.53
606,British Airways,BA,BA2913,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/3/2025,7/25/2025,12.77,8222,1683.1
607,Air India,AI,AI1565,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/15/2022,9/22/2026,14.26,5212,2802.64
608,Korean Air,KE,KE1438,ICN,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/17/2023,2/19/2026,5.42,834,3392.05
609,American Airlines,AA,AA7813,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/28/2023,8/18/2025,3.38,4968,388.48
610,Aeroméxico,AM,AM4317,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/11/2026,5/23/2022,6.66,1431,3136.46
611,Singapore Airlines,SQ,SQ6788,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/22/2024,12/18/2022,10.79,1106,402.42
612,Qatar Airways,QR,QR5078,DOH,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/2/2025,11/23/2022,0.44,2545,1657.0
613,Air France,AF,AF2406,CDG,ZRH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/18/2025,9/20/2023,16.79,8032,141.61
614,Air Canada,AC,AC3846,YYZ,AKL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/18/2026,6/11/2024,12.37,6892,2525.97
615,Delta Air Lines,DL,DL9764,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/19/2026,7/26/2024,9.5,1155,234.74
616,American Airlines,AA,AA6633,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/7/2024,6/1/2022,13.2,3821,1235.53
617,United Airlines,UA,UA1878,LAX,DXB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/23/2022,11/26/2026,15.48,8254,1142.69
618,British Airways,BA,BA2318,LHR,DEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/26/2025,2/2/2025,13.12,3840,1828.54
619,Lufthansa,LH,LH8063,FRA,MAD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/1/2022,4/22/2025,17.7,1028,826.47
620,Avianca,AV,AV2514,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/14/2025,7/15/2025,15.7,4292,1193.97
621,Qatar Airways,QR,QR7949,DOH,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/25/2022,9/12/2025,17.21,4296,2041.9
622,All Nippon Airways,NH,NH2223,HND,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/28/2025,5/10/2023,9.84,4394,3161.37
623,Korean Air,KE,KE7505,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/16/2025,7/14/2026,8.38,2219,205.84
624,Korean Air,KE,KE8393,ICN,HKG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/27/2022,8/30/2026,10.32,1677,3221.83
625,Air New Zealand,NZ,NZ8723,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/19/2022,8/9/2023,17.32,4962,1719.52
626,Lufthansa,LH,LH3543,FRA,JNB,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/15/2022,2/1/2023,10.88,4140,1936.51
627,Delta Air Lines,DL,DL6952,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/2/2024,8/28/2026,2.83,4135,3472.11
628,Avianca,AV,AV3809,BOG,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/23/2023,10/9/2023,0.31,5791,1981.4
629,Korean Air,KE,KE9114,ICN,DEN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/13/2025,8/26/2024,15.68,5701,2939.4
630,Air New Zealand,NZ,NZ2874,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/13/2023,6/1/2026,7.1,320,411.21
631,Air India,AI,AI5614,DEL,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/26/2022,11/7/2022,15.11,7045,2488.3
632,Air New Zealand,NZ,NZ9504,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/24/2023,9/11/2025,7.75,992,145.4
633,SAS Scandinavian,SK,SK3409,CPH,VIE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/14/2025,7/26/2023,2.0,4609,3129.36
634,British Airways,BA,BA4947,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/6/2023,3/22/2022,16.45,5428,1539.61
635,Alitalia,AZ,AZ3288,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/8/2026,12/3/2024,8.89,5330,1469.27
636,LATAM Airlines,LA,LA9049,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/4/2024,3/29/2022,6.74,2320,137.81
637,Air India,AI,AI2823,DEL,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/24/2025,7/18/2025,13.01,837,1575.0
638,KLM Royal Dutch Airlines,KL,KL3239,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/4/2023,5/6/2022,14.43,5373,2761.75
639,Qatar Airways,QR,QR4841,DOH,ADD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/4/2024,2/21/2026,8.13,4572,153.33
640,Air India,AI,AI5467,DEL,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/21/2024,7/24/2024,8.2,4505,2511.83
641,Alitalia,AZ,AZ2999,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/15/2022,8/21/2024,12.02,3407,1168.12
642,Alitalia,AZ,AZ1464,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/1/2022,10/31/2022,4.16,5653,195.85
643,United Airlines,UA,UA7694,LAX,YVR,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/22/2024,12/26/2024,12.52,8265,267.1
644,Lufthansa,LH,LH1276,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/25/2025,7/12/2024,5.47,924,2313.16
645,Avianca,AV,AV2787,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/11/2024,3/20/2024,1.91,330,979.16
646,South African Airways,SA,SA9741,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/9/2023,1/1/2025,7.41,90,1494.04
647,Air France,AF,AF4644,CDG,ARN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/2/2026,3/7/2026,12.4,5693,2156.78
648,Iberia,IB,IB4790,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/13/2022,2/6/2022,8.98,7966,1316.83
649,Cathay Pacific,CX,CX3000,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/24/2022,1/23/2025,11.0,8140,2185.72
650,American Airlines,AA,AA9999,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/20/2026,11/27/2022,14.68,7600,2126.81
651,LATAM Airlines,LA,LA2284,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/9/2026,5/6/2022,12.93,3969,2348.72
652,Southwest Airlines,WN,WN9680,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/20/2025,1/3/2023,12.32,4546,216.9
653,Cathay Pacific,CX,CX7552,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/30/2025,10/7/2022,10.48,8460,2136.48
654,Southwest Airlines,WN,WN8753,LAX,SEA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/5/2025,12/19/2025,15.13,6685,54.42
655,Southwest Airlines,WN,WN7180,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/8/2023,7/10/2026,3.39,4061,1764.62
656,Aeroméxico,AM,AM3096,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/25/2023,11/15/2025,2.03,8715,1389.07
657,Singapore Airlines,SQ,SQ2197,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/29/2022,7/27/2023,9.04,1010,3397.25
658,Qantas,QF,QF7905,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/5/2025,3/29/2024,17.36,4281,3042.07
659,Emirates,EK,EK3314,DXB,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/12/2023,1/8/2022,3.89,8171,585.25
660,Ethiopian Airlines,ET,ET4601,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/20/2024,4/12/2025,7.9,5859,2651.62
661,Air Canada,AC,AC7134,YYZ,JFK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/18/2026,4/7/2025,7.57,2787,2535.83
662,British Airways,BA,BA4947,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/24/2022,12/7/2025,15.77,3364,1117.07
